idiom,submission,category,rating,likes,dislikes,reports,idiom_indices,idiom_words,lemmas,words
altını çizmek,Altını çizmek demek illaki önemli bir konu olduğunu gösterir.,idiom,1.0,4,0,0,"[0, 1]","['Altını', 'çizmek']","['alt', 'çizmek', 'demek', 'illâki', 'önem', 'bir', 'konu', 'olmak', 'göstermek', '.']","['Altını', 'çizmek', 'demek', 'illaki', 'önemli', 'bir', 'konu', 'olduğunu', 'gösterir', '.']"
altını çizmek,Altını çizmek istediğim bir konu var,idiom,1.0,5,0,0,"[0, 1]","['Altını', 'çizmek']","['alt', 'çizmek', 'istemek', 'bir', 'konu', 'varmak']","['Altını', 'çizmek', 'istediğim', 'bir', 'konu', 'var']"
altını çizmek,Altını çizmek istediğin noktayı anlıyorum,idiom,1.0,6,0,0,"[0, 1]","['Altını', 'çizmek']","['alt', 'çizmek', 'istemek', 'nokta', 'anlamak']","['Altını', 'çizmek', 'istediğin', 'noktayı', 'anlıyorum']"
altını çizmek,Altını çizmek için arabaya doğru eğildi çocuk adam.,nonidiom,0.8,4,1,0,"[0, 1]","['Altını', 'çizmek']","['alt', 'çizmek', 'içmek', 'araba', 'doğru', 'Eğil', 'Çocuk', 'ada', '.']","['Altını', 'çizmek', 'için', 'arabaya', 'doğru', 'eğildi', 'çocuk', 'adam', '.']"
altını çizmek,Altını çizmek çaydanlığı eskitir.,nonidiom,0.8,4,1,0,"[0, 1]","['Altını', 'çizmek']","['alt', 'çizmek', 'çaydanlık', 'eskimek', '.']","['Altını', 'çizmek', 'çaydanlığı', 'eskitir', '.']"
altını çizmek,Altını özellikle çizin bu konu sınavda çıkar.,nonidiom,0.8,4,1,0,"[0, 2]","['Altını', 'çizin']","['alt', 'özellikle', 'çizmek', 'bu', 'konu', 'sınav', 'çıkar', '.']","['Altını', 'özellikle', 'çizin', 'bu', 'konu', 'sınavda', 'çıkar', '.']"
altını çizmek,Altının geçerli olması için çizmemek gerekiyor.,nonidiom,0.8,4,1,0,"[0, 4]","['Altının', 'çizmemek']","['alt', 'geçerli', 'olmak', 'içmek', 'çizmek', 'gerekmek', '.']","['Altının', 'geçerli', 'olması', 'için', 'çizmemek', 'gerekiyor', '.']"
altını çizmek,Ayakkabının altı parkeleri çizmiş.,nonidiom,1.0,4,0,0,"[1, 3]","['altı', 'çizmiş']","['ayakkabı', 'alt', 'parke', 'çizmek', '.']","['Ayakkabının', 'altı', 'parkeleri', 'çizmiş', '.']"
altını çizmek,BU KELİMENİN ALTINI ÇİZDİM.,idiom,0.0,0,4,1,"[2, 3]","['ALTINI', 'ÇİZDİM']","['bu', 'kelime', 'alt', 'çizmek', '.']","['BU', 'KELİMENİN', 'ALTINI', 'ÇİZDİM', '.']"
altını çizmek,"Bak bu söylediklerimin altını çizerek söylüyorum, bir daha bunu yapma sakın",idiom,1.0,5,0,0,"[3, 4]","['altını', 'çizerek']","['bakmak', 'bu', 'söylemek', 'alt', 'çizmek', 'söylemek', ',', 'bir', 'daha', 'bun', 'yapmak', 'sak']","['Bak', 'bu', 'söylediklerimin', 'altını', 'çizerek', 'söylüyorum', ',', 'bir', 'daha', 'bunu', 'yapma', 'sakın']"
altını çizmek,Bakınız altını çizerek söylüyorum ki bu ekonomik krizi atlatmazsak halimiz duman.,idiom,0.8,4,0,1,"[1, 2]","['altını', 'çizerek']","['bakmak', 'alt', 'çizmek', 'söylemek', 'ki', 'bu', 'ekonomik', 'kriz', 'atlatmak', 'hal', 'Duma', '.']","['Bakınız', 'altını', 'çizerek', 'söylüyorum', 'ki', 'bu', 'ekonomik', 'krizi', 'atlatmazsak', 'halimiz', 'duman', '.']"
altını çizmek,Basin aciklamasinda yapilan anlasmanin önemli noktalarinin altını çizdi,idiom,1.0,5,0,0,"[6, 7]","['altını', 'çizdi']","['Basin', 'aciklamasinda', 'yapilan', 'anlasmanin', 'önem', 'noktalarinin', 'alt', 'çizmek']","['Basin', 'aciklamasinda', 'yapilan', 'anlasmanin', 'önemli', 'noktalarinin', 'altını', 'çizdi']"
altını çizmek,Basına verdiği mülakatta toplantıda alınan kararların altını bir daha çizdi.,idiom,1.0,4,0,0,"[6, 9]","['altını', 'çizdi']","['bas', 'vermek', 'mülakat', 'toplantı', 'alınmak', 'karar', 'alt', 'bir', 'daha', 'çizmek', '.']","['Basına', 'verdiği', 'mülakatta', 'toplantıda', 'alınan', 'kararların', 'altını', 'bir', 'daha', 'çizdi', '.']"
altını çizmek,Belirttiğiniz kelimelerin altını kırmızı kalemle mi çizmeliyiz?,nonidiom,1.0,5,0,0,"[2, 6]","['altını', 'çizmeliyiz']","['belirtmek', 'kelime', 'alt', 'kırmızı', 'kale', 'mi', 'çizmek', '?']","['Belirttiğiniz', 'kelimelerin', 'altını', 'kırmızı', 'kalemle', 'mi', 'çizmeliyiz', '?']"
altını çizmek,"Ben sana bu mevzu kapansın artık derken, sen her toplantıda altını neden çizmeye devam ediyorsun?",idiom,0.75,3,1,0,"[11, 13]","['altını', 'çizmeye']","['ben', 'sen', 'bu', 'mevzu', 'kapan', 'artık', 'derken', ',', 'sen', 'her', 'toplantı', 'alt', 'Ne', 'çizmek', 'devam', 'etmek', '?']","['Ben', 'sana', 'bu', 'mevzu', 'kapansın', 'artık', 'derken', ',', 'sen', 'her', 'toplantıda', 'altını', 'neden', 'çizmeye', 'devam', 'ediyorsun', '?']"
altını çizmek,Beraberliğin çok önemli olduğunun altını çizdi.,idiom,1.0,5,0,0,"[4, 5]","['altını', 'çizdi']","['beraber', 'çok', 'önem', 'olmak', 'alt', 'çizmek', '.']","['Beraberliğin', 'çok', 'önemli', 'olduğunun', 'altını', 'çizdi', '.']"
altını çizmek,Bir şeyin altını çizmek zor geliyorsa üstünü de karalamamak gerekir.,idiom,0.4,2,3,0,"[2, 3]","['altını', 'çizmek']","['bir', 'şey', 'alt', 'çizmek', 'zor', 'gelmek', 'Üstün', 'de', 'karalamak', 'gerekmek', '.']","['Bir', 'şeyin', 'altını', 'çizmek', 'zor', 'geliyorsa', 'üstünü', 'de', 'karalamamak', 'gerekir', '.']"
altını çizmek,"Borcuna karşılık bir çeyrek altını alıp, kalan bakiyesinin üstünü çizmiş.",nonidiom,1.0,5,0,0,"[4, 10]","['altını', 'çizmiş']","['bor', 'karşılık', 'bir', 'çeyrek', 'alt', 'almak', ',', 'Kalan', 'Bakiye', 'Üstün', 'çizmek', '.']","['Borcuna', 'karşılık', 'bir', 'çeyrek', 'altını', 'alıp', ',', 'kalan', 'bakiyesinin', 'üstünü', 'çizmiş', '.']"
altını çizmek,Bu kelimelerin altını neden çizdiğini açıklar mısın?,nonidiom,1.0,5,0,0,"[2, 4]","['altını', 'çizdiğini']","['bu', 'kelime', 'alt', 'Ne', 'çizmek', 'Açık', 'mı', '?']","['Bu', 'kelimelerin', 'altını', 'neden', 'çizdiğini', 'açıklar', 'mısın', '?']"
altını çizmek,Bu konunun altını ne kadar çizsem az.,idiom,1.0,4,0,0,"[2, 5]","['altını', 'çizsem']","['bu', 'konu', 'alt', 'Ne', 'Kadar', 'çizmek', 'az', '.']","['Bu', 'konunun', 'altını', 'ne', 'kadar', 'çizsem', 'az', '.']"
altını çizmek,Bu konunun altını neden bu kadar çizdiğini gerçekten anlayamıyorum.,idiom,1.0,4,0,0,"[2, 6]","['altını', 'çizdiğini']","['bu', 'konu', 'alt', 'Ne', 'bu', 'Kadar', 'çizmek', 'gerçek', 'anlamak', '.']","['Bu', 'konunun', 'altını', 'neden', 'bu', 'kadar', 'çizdiğini', 'gerçekten', 'anlayamıyorum', '.']"
altını çizmek,"Bu konunun altını çiziyorum, sınavda sorulur.",idiom,1.0,5,0,0,"[2, 3]","['altını', 'çiziyorum']","['bu', 'konu', 'alt', 'çizmek', ',', 'sınav', 'sormak', '.']","['Bu', 'konunun', 'altını', 'çiziyorum', ',', 'sınavda', 'sorulur', '.']"
altını çizmek,Bu konunun altını çizmek isterim,idiom,1.0,1,0,0,"[2, 3]","['altını', 'çizmek']","['bu', 'konu', 'alt', 'çizmek', 'isteri']","['Bu', 'konunun', 'altını', 'çizmek', 'isterim']"
altını çizmek,Bu konunun özellikle altını çizdim ki unutmasınlar,idiom,1.0,5,0,0,"[3, 4]","['altını', 'çizdim']","['bu', 'konu', 'özellikle', 'alt', 'çizmek', 'ki', 'unutmak']","['Bu', 'konunun', 'özellikle', 'altını', 'çizdim', 'ki', 'unutmasınlar']"
altını çizmek,Bu konuyu altını çizerek vurguluyorum,idiom,1.0,5,0,0,"[2, 3]","['altını', 'çizerek']","['bu', 'konu', 'alt', 'çizmek', 'vurgulamak']","['Bu', 'konuyu', 'altını', 'çizerek', 'vurguluyorum']"
altını çizmek,"Bu kısmın altını çizin, sınavda çıkabilir.",nonidiom,1.0,5,0,0,"[2, 3]","['altını', 'çizin']","['bu', 'kısım', 'alt', 'çizmek', ',', 'sınav', 'çıkmak', '.']","['Bu', 'kısmın', 'altını', 'çizin', ',', 'sınavda', 'çıkabilir', '.']"
altını çizmek,Bu meselenin altını niye çizdiğini bana açıklayacaksın?,idiom,0.8,4,1,0,"[2, 4]","['altını', 'çizdiğini']","['bu', 'mesele', 'alt', 'niye', 'çizmek', 'ban', 'açıklamak', '?']","['Bu', 'meselenin', 'altını', 'niye', 'çizdiğini', 'bana', 'açıklayacaksın', '?']"
altını çizmek,Bu noktanın altını çizmek isterim.,idiom,1.0,5,0,0,"[2, 3]","['altını', 'çizmek']","['bu', 'nokta', 'alt', 'çizmek', 'isteri', '.']","['Bu', 'noktanın', 'altını', 'çizmek', 'isterim', '.']"
altını çizmek,Bu olayın altını bu şekilde çizmek doğru mu sence?,idiom,0.8,4,1,0,"[2, 5]","['altını', 'çizmek']","['bu', 'olay', 'alt', 'bu', 'şekil', 'çizmek', 'doğru', 'mu', 'se', '?']","['Bu', 'olayın', 'altını', 'bu', 'şekilde', 'çizmek', 'doğru', 'mu', 'sence', '?']"
altını çizmek,Bu sene satışlarımızın arttığının altını çizmek isterim.,idiom,1.0,6,0,0,"[4, 5]","['altını', 'çizmek']","['bu', 'sene', 'satış', 'artmak', 'alt', 'çizmek', 'isteri', '.']","['Bu', 'sene', 'satışlarımızın', 'arttığının', 'altını', 'çizmek', 'isterim', '.']"
altını çizmek,Bu söylediklerimin altını çiziyorum.,idiom,1.0,5,0,0,"[2, 3]","['altını', 'çiziyorum']","['bu', 'söylemek', 'alt', 'çizmek', '.']","['Bu', 'söylediklerimin', 'altını', 'çiziyorum', '.']"
altını çizmek,Bu tam altı çizilesi bir konu,idiom,1.0,5,0,0,"[2, 3]","['altı', 'çizilesi']","['bu', 'tam', 'alt', 'çizmek', 'bir', 'konu']","['Bu', 'tam', 'altı', 'çizilesi', 'bir', 'konu']"
altını çizmek,Bu toplantıda altını çizmek istediğim bazı konular var.,idiom,1.0,4,0,0,"[2, 3]","['altını', 'çizmek']","['bu', 'toplantı', 'alt', 'çizmek', 'istemek', 'baz', 'konu', 'varmak', '.']","['Bu', 'toplantıda', 'altını', 'çizmek', 'istediğim', 'bazı', 'konular', 'var', '.']"
altını çizmek,Bu toplantıda önemli noktaların altını çizmeliyiz,idiom,1.0,5,0,0,"[4, 5]","['altını', 'çizmeliyiz']","['bu', 'toplantı', 'önem', 'nokta', 'alt', 'çizmek']","['Bu', 'toplantıda', 'önemli', 'noktaların', 'altını', 'çizmeliyiz']"
altını çizmek,Bu yeşil kalemle önemli gördüğünüz cümlelerin altını çizin lütfen,nonidiom,1.0,5,0,0,"[6, 7]","['altını', 'çizin']","['bu', 'yeşil', 'kale', 'önem', 'görmek', 'cümle', 'alt', 'çizmek', 'lütfen']","['Bu', 'yeşil', 'kalemle', 'önemli', 'gördüğünüz', 'cümlelerin', 'altını', 'çizin', 'lütfen']"
altını çizmek,Bu çizgilerin altını çizerek yazma egzersizlerine başlayabiliriz,nonidiom,1.0,5,0,0,"[2, 3]","['altını', 'çizerek']","['bu', 'çizgi', 'alt', 'çizmek', 'yazmak', 'egzersiz', 'başlamak']","['Bu', 'çizgilerin', 'altını', 'çizerek', 'yazma', 'egzersizlerine', 'başlayabiliriz']"
altını çizmek,Bugün altını çize çize belirttim ama yine yanlış yapmış,idiom,1.0,5,0,0,"[1, 2]","['altını', 'çize']","['bugün', 'alt', 'çizmek', 'çizmek', 'belirtmek', 'ama', 'yine', 'yanlış', 'yapmak']","['Bugün', 'altını', 'çize', 'çize', 'belirttim', 'ama', 'yine', 'yanlış', 'yapmış']"
altını çizmek,Burası çok önemli diyerek sözlerinin altını çizmeye devam ediyordu.,idiom,1.0,5,0,0,"[5, 6]","['altını', 'çizmeye']","['bura', 'çok', 'önem', 'demek', 'söz', 'alt', 'çizmek', 'devam', 'etmek', '.']","['Burası', 'çok', 'önemli', 'diyerek', 'sözlerinin', 'altını', 'çizmeye', 'devam', 'ediyordu', '.']"
altını çizmek,"Burası önemli, altını çizerek söylüyorum.",idiom,1.0,5,0,0,"[3, 4]","['altını', 'çizerek']","['bura', 'önem', ',', 'alt', 'çizmek', 'söylemek', '.']","['Burası', 'önemli', ',', 'altını', 'çizerek', 'söylüyorum', '.']"
altını çizmek,Cam sürahinin altını çizmemek için elimde tutuyordum.,nonidiom,1.0,5,0,0,"[2, 3]","['altını', 'çizmemek']","['cam', 'sürahi', 'alt', 'çizmek', 'içmek', 'el', 'tutmak', '.']","['Cam', 'sürahinin', 'altını', 'çizmemek', 'için', 'elimde', 'tutuyordum', '.']"
altını çizmek,Cümlenin altımı çizdim.,nonidiom,0.5,2,2,0,"[1, 2]","['altımı', 'çizdim']","['cümle', 'alt', 'çizmek', '.']","['Cümlenin', 'altımı', 'çizdim', '.']"
altını çizmek,Daha önce pek çok kez bu konunun altını çizdik.,idiom,1.0,4,0,0,"[7, 8]","['altını', 'çizdik']","['daha', 'önce', 'pek', 'çok', 'kez', 'bu', 'konu', 'alt', 'çizmek', '.']","['Daha', 'önce', 'pek', 'çok', 'kez', 'bu', 'konunun', 'altını', 'çizdik', '.']"
altını çizmek,Defterimdeki önemli yerlerin altını çizdim.,nonidiom,1.0,5,0,0,"[3, 4]","['altını', 'çizdim']","['defter', 'önem', 'yer', 'alt', 'çizmek', '.']","['Defterimdeki', 'önemli', 'yerlerin', 'altını', 'çizdim', '.']"
altını çizmek,Demirin atomik yapısını bilmiyordu; bu yüzden altını çizdi.,nonidiom,0.75,3,0,1,"[7, 8]","['altını', 'çizdi']","['demirî', 'atomik', 'yapı', 'bilmek', ';', 'bu', 'yüz', 'alt', 'çizmek', '.']","['Demirin', 'atomik', 'yapısını', 'bilmiyordu', ';', 'bu', 'yüzden', 'altını', 'çizdi', '.']"
altını çizmek,Depremde dikkat edilmesi gereken hususların altı çizildi,idiom,1.0,5,0,0,"[5, 6]","['altı', 'çizildi']","['deprem', 'dikkat', 'etmek', 'gerekmek', 'husus', 'alt', 'çizmek']","['Depremde', 'dikkat', 'edilmesi', 'gereken', 'hususların', 'altı', 'çizildi']"
altını çizmek,Ders çalışırken notlarımın altını çizmeyi seviyorum.,nonidiom,1.0,5,0,0,"[3, 4]","['altını', 'çizmeyi']","['ders', 'çalışmak', 'not', 'alt', 'çizmek', 'sevmek', '.']","['Ders', 'çalışırken', 'notlarımın', 'altını', 'çizmeyi', 'seviyorum', '.']"
altını çizmek,Ders çalışırken önemli gördüğüm konuların altını renkli kalemle çizmeyi severim.,nonidiom,1.0,4,0,0,"[5, 8]","['altını', 'çizmeyi']","['ders', 'çalışmak', 'önem', 'görmek', 'konu', 'alt', 'renk', 'kale', 'çizmek', 'sevmek', '.']","['Ders', 'çalışırken', 'önemli', 'gördüğüm', 'konuların', 'altını', 'renkli', 'kalemle', 'çizmeyi', 'severim', '.']"
altını çizmek,Ders çalışırken önemli yerlerin altını fosforlu kalemle çizmek çok hoşuma gidiyor.,nonidiom,1.0,5,0,0,"[4, 7]","['altını', 'çizmek']","['ders', 'çalışmak', 'önem', 'yer', 'alt', 'fosfor', 'kale', 'çizmek', 'çok', 'hoş', 'gitmek', '.']","['Ders', 'çalışırken', 'önemli', 'yerlerin', 'altını', 'fosforlu', 'kalemle', 'çizmek', 'çok', 'hoşuma', 'gidiyor', '.']"
altını çizmek,Derse başlamadan önce bir kaç konunun altını çizmek istiyorum.,idiom,1.0,5,0,0,"[6, 7]","['altını', 'çizmek']","['ders', 'başlamak', 'önce', 'bir', 'kaç', 'konu', 'alt', 'çizmek', 'istemek', '.']","['Derse', 'başlamadan', 'önce', 'bir', 'kaç', 'konunun', 'altını', 'çizmek', 'istiyorum', '.']"
altını çizmek,Derste anlatılan kısımların altını dikkatlice çizdi.,nonidiom,1.0,5,0,0,"[3, 5]","['altını', 'çizdi']","['ders', 'anlatı', 'kısım', 'alt', 'dikkatli', 'çizmek', '.']","['Derste', 'anlatılan', 'kısımların', 'altını', 'dikkatlice', 'çizdi', '.']"
altını çizmek,Dodiom cümlede deyimin içindeki kelimeleri bulup altını çiziyor.,nonidiom,1.0,4,0,0,"[6, 7]","['altını', 'çiziyor']","['Dodiom', 'cümle', 'deyim', 'iç', 'kelime', 'bulmak', 'alt', 'çizmek', '.']","['Dodiom', 'cümlede', 'deyimin', 'içindeki', 'kelimeleri', 'bulup', 'altını', 'çiziyor', '.']"
altını çizmek,Dodiom'un veri toplamak içinin öneminin altını çizmek istiyorum,idiom,0.8,4,1,0,"[5, 6]","['altını', 'çizmek']","['Dodiomun', 'veri', 'toplamak', 'iç', 'önem', 'alt', 'çizmek', 'istemek']","[""Dodiom'un"", 'veri', 'toplamak', 'içinin', 'öneminin', 'altını', 'çizmek', 'istiyorum']"
altını çizmek,Duvardaki resimlerin altını çizen yaramaz çocuğa ne demeli?,nonidiom,1.0,5,0,0,"[2, 3]","['altını', 'çizen']","['duvar', 'resim', 'alt', 'çizmek', 'yaramaz', 'çocuk', 'Ne', 'deme', '?']","['Duvardaki', 'resimlerin', 'altını', 'çizen', 'yaramaz', 'çocuğa', 'ne', 'demeli', '?']"
altını çizmek,Dünkü kazada arabanın altını çizdim,nonidiom,1.0,4,0,0,"[3, 4]","['altını', 'çizdim']","['dün', 'kaza', 'Araban', 'alt', 'çizmek']","['Dünkü', 'kazada', 'arabanın', 'altını', 'çizdim']"
altını çizmek,Ekonomi bakanı bu konunun altını çizmekten hoşlanıyor.,idiom,1.0,5,0,0,"[4, 5]","['altını', 'çizmekten']","['ekonomi', 'bakmak', 'bu', 'konu', 'alt', 'çizmek', 'hoşlanmak', '.']","['Ekonomi', 'bakanı', 'bu', 'konunun', 'altını', 'çizmekten', 'hoşlanıyor', '.']"
altını çizmek,Elindeki altını çizerken ne kadar değerli olduğunu hiç düşünmemişti.,nonidiom,1.0,5,0,0,"[1, 2]","['altını', 'çizerken']","['el', 'alt', 'çizmek', 'Ne', 'Kadar', 'Değer', 'olmak', 'hiç', 'düşünmek', '.']","['Elindeki', 'altını', 'çizerken', 'ne', 'kadar', 'değerli', 'olduğunu', 'hiç', 'düşünmemişti', '.']"
altını çizmek,"Eskiden altını çizdiklerimin, şimdi üstünü çiziyorum.",idiom,0.8,4,1,0,"[1, 2]","['altını', 'çizdiklerimin']","['eski', 'alt', 'çizmek', ',', 'şimdi', 'Üstün', 'çiziyorum', '.']","['Eskiden', 'altını', 'çizdiklerimin', ',', 'şimdi', 'üstünü', 'çiziyorum', '.']"
altını çizmek,Eteğin altına çizme giymiş.,nonidiom,0.8,4,1,0,"[1, 2]","['altına', 'çizme']","['etek', 'alt', 'çizmek', 'giymek', '.']","['Eteğin', 'altına', 'çizme', 'giymiş', '.']"
altını çizmek,"Eğitimde görselleştirmenin çok önemlidir, bunun altını bir kez daha çizmek istiyorum",idiom,0.6,3,2,0,"[6, 10]","['altını', 'çizmek']","['eğitim', 'görsel', 'çok', 'önem', ',', 'bun', 'alt', 'bir', 'kez', 'daha', 'çizmek', 'istemek']","['Eğitimde', 'görselleştirmenin', 'çok', 'önemlidir', ',', 'bunun', 'altını', 'bir', 'kez', 'daha', 'çizmek', 'istiyorum']"
altını çizmek,Gereksiz bir beklenti miydi yoksa zaten yönetmen onu ima etmek istemişti de altını mı çizmek istemedi tam olarak anlayamadım.,idiom,0.8,4,1,0,"[12, 14]","['altını', 'çizmek']","['gerek', 'bir', 'beklenti', 'mi', 'yoksamak', 'zaten', 'yönetmek', 'on', 'ima', 'etmek', 'istemek', 'de', 'alt', 'mı', 'çizmek', 'istemek', 'tam', 'olmak', 'anlamak', '.']","['Gereksiz', 'bir', 'beklenti', 'miydi', 'yoksa', 'zaten', 'yönetmen', 'onu', 'ima', 'etmek', 'istemişti', 'de', 'altını', 'mı', 'çizmek', 'istemedi', 'tam', 'olarak', 'anlayamadım', '.']"
altını çizmek,Hazır bu konuya değinmişken altını çizmek istediğim bazı noktalardan da bahsetmek isterim.,idiom,1.0,5,0,0,"[4, 5]","['altını', 'çizmek']","['hazır', 'bu', 'konu', 'değinmek', 'alt', 'çizmek', 'istemek', 'baz', 'nokta', 'da', 'bahsetmek', 'isteri', '.']","['Hazır', 'bu', 'konuya', 'değinmişken', 'altını', 'çizmek', 'istediğim', 'bazı', 'noktalardan', 'da', 'bahsetmek', 'isterim', '.']"
altını çizmek,Her şeyden önce sağlığın öneminin altını çizmek istiyorum.,idiom,1.0,4,0,0,"[5, 6]","['altını', 'çizmek']","['her', 'şey', 'önce', 'sağlık', 'önem', 'alt', 'çizmek', 'istemek', '.']","['Her', 'şeyden', 'önce', 'sağlığın', 'öneminin', 'altını', 'çizmek', 'istiyorum', '.']"
altını çizmek,Hoca derste bu konunun altını ısrarla çizmişti.,idiom,1.0,4,0,0,"[4, 6]","['altını', 'çizmişti']","['Ho', 'ders', 'bu', 'konu', 'alt', 'ısrar', 'çizmek', '.']","['Hoca', 'derste', 'bu', 'konunun', 'altını', 'ısrarla', 'çizmişti', '.']"
altını çizmek,Hoca sınavda altı çizilen yerlerden soru geleceğini söyledi.,nonidiom,1.0,4,0,0,"[2, 3]","['altı', 'çizilen']","['Ho', 'sınav', 'alt', 'çizmek', 'yer', 'sorumak', 'gelmek', 'söylemek', '.']","['Hoca', 'sınavda', 'altı', 'çizilen', 'yerlerden', 'soru', 'geleceğini', 'söyledi', '.']"
altını çizmek,Hocanın altını çizerek bahsettiği yerlerden soru gelecek,idiom,1.0,5,0,0,"[1, 2]","['altını', 'çizerek']","['hoca', 'alt', 'çizmek', 'bahsetmek', 'yer', 'sorumak', 'gelmek']","['Hocanın', 'altını', 'çizerek', 'bahsettiği', 'yerlerden', 'soru', 'gelecek']"
altını çizmek,Hocayı dinlerken bir taraftan da deftere aldığı notların altını çiziyordu.,nonidiom,1.0,4,0,0,"[8, 9]","['altını', 'çiziyordu']","['hoca', 'dinlemek', 'bir', 'taraf', 'da', 'defter', 'almak', 'not', 'alt', 'çizmek', '.']","['Hocayı', 'dinlerken', 'bir', 'taraftan', 'da', 'deftere', 'aldığı', 'notların', 'altını', 'çiziyordu', '.']"
altını çizmek,Kargo geldiğinde altını çizmeden merdivenlerden yukarı taşıdım.,nonidiom,1.0,5,0,0,"[2, 3]","['altını', 'çizmeden']","['kargo', 'gelmek', 'alt', 'çizmek', 'merdiven', 'yukarı', 'taşımak', '.']","['Kargo', 'geldiğinde', 'altını', 'çizmeden', 'merdivenlerden', 'yukarı', 'taşıdım', '.']"
altını çizmek,Kasanın altını çizdi.,nonidiom,0.8,4,1,0,"[1, 2]","['altını', 'çizdi']","['kasmak', 'alt', 'çizmek', '.']","['Kasanın', 'altını', 'çizdi', '.']"
altını çizmek,Kasisten atlarken motorun altını fena halde çizdi.,nonidiom,1.0,5,0,0,"[3, 6]","['altını', 'çizdi']","['kasis', 'atlamak', 'motor', 'alt', 'fena', 'hal', 'çizmek', '.']","['Kasisten', 'atlarken', 'motorun', 'altını', 'fena', 'halde', 'çizdi', '.']"
altını çizmek,Kasisten süratli geçince arabanın altı çizilmiş.,nonidiom,1.0,4,0,0,"[4, 5]","['altı', 'çizilmiş']","['kasis', 'sürat', 'geçmek', 'Araban', 'alt', 'çizmek', '.']","['Kasisten', 'süratli', 'geçince', 'arabanın', 'altı', 'çizilmiş', '.']"
altını çizmek,Kelimelerin altını değil de üstünü çizersen onları nasıl okumamı bekliyorsun?,nonidiom,1.0,5,0,0,"[1, 5]","['altını', 'çizersen']","['kelime', 'alt', 'değmek', 'de', 'Üstün', 'çizmek', 'on', 'nasıl', 'okumak', 'beklemek', '?']","['Kelimelerin', 'altını', 'değil', 'de', 'üstünü', 'çizersen', 'onları', 'nasıl', 'okumamı', 'bekliyorsun', '?']"
