idiom,submission,category,rating,likes,dislikes,reports,idiom_indices,idiom_words,lemmas,words
Andare a gonfie vele,andava a gonfie vele fin quando non arrivò la malattia,idiom,1.0,4,0,0,"[0, 1, 2, 3]","['andava', 'a', 'gonfie', 'vele']","['andare', 'a', 'gonfia', 'vela', 'fin', 'quando', 'non', 'arrivare', 'la', 'malattia']","['andava', 'a', 'gonfie', 'vele', 'fin', 'quando', 'non', 'arrivò', 'la', 'malattia']"
Andare a gonfie vele,il progetto della casa in costruzione va a gonfie vele da mesi,idiom,1.0,4,0,0,"[6, 7, 8, 9]","['va', 'a', 'gonfie', 'vele']","['il', 'progetto', 'della', 'casa', 'in', 'costruzione', 'andare', 'a', 'gonfia', 'vela', 'da', 'mese']","['il', 'progetto', 'della', 'casa', 'in', 'costruzione', 'va', 'a', 'gonfie', 'vele', 'da', 'mesi']"
Andare a gonfie vele,non tutto può andare a gonfie vele come speriamo,idiom,1.0,4,0,0,"[3, 4, 5, 6]","['andare', 'a', 'gonfie', 'vele']","['non', 'tutto', 'potere', 'andare', 'a', 'gonfia', 'vela', 'come', 'sperare']","['non', 'tutto', 'può', 'andare', 'a', 'gonfie', 'vele', 'come', 'speriamo']"
Andare a gonfie vele,questo progetto va a gonfie vele,idiom,1.0,4,0,0,"[2, 3, 4, 5]","['va', 'a', 'gonfie', 'vele']","['questo', 'progetto', 'andare', 'a', 'gonfia', 'vela']","['questo', 'progetto', 'va', 'a', 'gonfie', 'vele']"
Andare in barca,Andrò sicuramente in barca quest’estate,nonidiom,1.0,2,0,0,"[0, 2, 3]","['Andrò', 'in', 'barca']","['andare', 'sicuramente', 'in', 'barca', 'questo', 'estate']","['Andrò', 'sicuramente', 'in', 'barca', 'quest’', 'estate']"
Andare in barca,Appena il professore ha chiamato il mio nome sono andata subito in barca,idiom,1.0,2,0,0,"[9, 11, 12]","['andata', 'in', 'barca']","['appena', 'il', 'professore', 'avere', 'chiamare', 'il', 'mio', 'nome', 'essere', 'andare', 'subito', 'in', 'barca']","['Appena', 'il', 'professore', 'ha', 'chiamato', 'il', 'mio', 'nome', 'sono', 'andata', 'subito', 'in', 'barca']"
Andare in barca,"Appeno Rosanna iniziò a nominare i carabinieri, il finto operatore Enel andò in barca",idiom,1.0,2,0,0,"[12, 13, 14]","['andò', 'in', 'barca']","['Appeno', 'Rosanna', 'iniziare', 'a', 'nominare', 'il', 'carabiniere', ',', 'il', 'finto', 'operatore', 'Enel', 'andare', 'in', 'barca']","['Appeno', 'Rosanna', 'iniziò', 'a', 'nominare', 'i', 'carabinieri', ',', 'il', 'finto', 'operatore', 'Enel', 'andò', 'in', 'barca']"
Andare in barca,Durante l'esame di traduttologia sono andata palesemente in barca,idiom,1.0,2,0,0,"[6, 8, 9]","['andata', 'in', 'barca']","['durante', ""l'"", 'esame', 'di', 'traduttologia', 'essere', 'andare', 'palesemente', 'in', 'barca']","['Durante', ""l'"", 'esame', 'di', 'traduttologia', 'sono', 'andata', 'palesemente', 'in', 'barca']"
Andare in barca,Durante l'esame sono andata completamente in barca,idiom,1.0,3,0,0,"[4, 6, 7]","['andata', 'in', 'barca']","['durante', ""l'"", 'esame', 'essere', 'andare', 'completamente', 'in', 'barca']","['Durante', ""l'"", 'esame', 'sono', 'andata', 'completamente', 'in', 'barca']"
Andare in barca,"Ho cercato di non andare in barca durante la prova di lavoro, ma quel giorno me ne erano successe di ogni tipo",idiom,1.0,2,0,0,"[4, 5, 6]","['andare', 'in', 'barca']","['avere', 'cercare', 'di', 'non', 'andare', 'in', 'barca', 'durante', 'la', 'prova', 'di', 'lavoro', ',', 'ma', 'quello', 'giorno', 'me', 'ne', 'essere', 'succedere', 'di', 'ogni', 'tipo']","['Ho', 'cercato', 'di', 'non', 'andare', 'in', 'barca', 'durante', 'la', 'prova', 'di', 'lavoro', ',', 'ma', 'quel', 'giorno', 'me', 'ne', 'erano', 'successe', 'di', 'ogni', 'tipo']"
Andare in barca,In barca dovrai andare finché il coronavirus non scompare,idiom,0.5,1,1,0,"[3, 0, 1]","['andare', 'In', 'barca']","['in', 'barca', 'dovere', 'andare', 'finché', 'il', 'coronavirus', 'non', 'scomparire']","['In', 'barca', 'dovrai', 'andare', 'finché', 'il', 'coronavirus', 'non', 'scompare']"
Andare in barca,Mi sembra di essere andata in barca dopo tutto quello che ho passato,idiom,1.0,3,0,0,"[4, 5, 6]","['andata', 'in', 'barca']","['mi', 'sembrare', 'di', 'essere', 'andare', 'in', 'barca', 'dopo', 'tutto', 'quello', 'che', 'avere', 'passare']","['Mi', 'sembra', 'di', 'essere', 'andata', 'in', 'barca', 'dopo', 'tutto', 'quello', 'che', 'ho', 'passato']"
Andare in barca,Mi è piaciuto andare in barca a Capri,nonidiom,1.0,2,0,0,"[3, 4, 5]","['andare', 'in', 'barca']","['mi', 'essere', 'piacere', 'andare', 'in', 'barca', 'a', 'Capri']","['Mi', 'è', 'piaciuto', 'andare', 'in', 'barca', 'a', 'Capri']"
Andare in barca,Non riesco a non andare in barca quando parlo davanti a molte persone,idiom,1.0,2,0,0,"[4, 5, 6]","['andare', 'in', 'barca']","['non', 'riuscire', 'a', 'non', 'andare', 'in', 'barca', 'quando', 'parlare', 'davanti', 'a', 'molto', 'persona']","['Non', 'riesco', 'a', 'non', 'andare', 'in', 'barca', 'quando', 'parlo', 'davanti', 'a', 'molte', 'persone']"
Andare in barca,Non vedo l'ora di poter nuovamente andare in barca con Egidio,nonidiom,1.0,2,0,0,"[7, 8, 9]","['andare', 'in', 'barca']","['non', 'vedere', ""l'"", 'ora', 'di', 'potere', 'nuovamente', 'andare', 'in', 'barca', 'con', 'Egidio']","['Non', 'vedo', ""l'"", 'ora', 'di', 'poter', 'nuovamente', 'andare', 'in', 'barca', 'con', 'Egidio']"
Andare in barca,Per raggiungere la destinazione dobbiamo andare per forza in barca,nonidiom,1.0,2,0,0,"[5, 8, 9]","['andare', 'in', 'barca']","['per', 'raggiungere', 'la', 'destinazione', 'dovere', 'andare', 'per', 'forza', 'in', 'barca']","['Per', 'raggiungere', 'la', 'destinazione', 'dobbiamo', 'andare', 'per', 'forza', 'in', 'barca']"
Andare in barca,Quando a Dodiom viene chiesto di mostrare la classifica va sempre in barca,idiom,1.0,2,0,0,"[9, 11, 12]","['va', 'in', 'barca']","['quando', 'a', 'Dodiom', 'venire', 'chiedere', 'di', 'mostrare', 'la', 'classifica', 'andare', 'sempre', 'in', 'barca']","['Quando', 'a', 'Dodiom', 'viene', 'chiesto', 'di', 'mostrare', 'la', 'classifica', 'va', 'sempre', 'in', 'barca']"
Andare in barca,"Quando mi ha detto che Marta non era mai arrivata a destinazione, sono letteralmente andata in barca",idiom,1.0,2,0,0,"[15, 16, 17]","['andata', 'in', 'barca']","['quando', 'mi', 'avere', 'dire', 'che', 'Marta', 'non', 'essere', 'mai', 'arrivare', 'a', 'destinazione', ',', 'essere', 'letteralmente', 'andare', 'in', 'barca']","['Quando', 'mi', 'ha', 'detto', 'che', 'Marta', 'non', 'era', 'mai', 'arrivata', 'a', 'destinazione', ',', 'sono', 'letteralmente', 'andata', 'in', 'barca']"
Andare in barca,Quest’estate vorrei andare in barca,nonidiom,1.0,3,0,0,"[3, 4, 5]","['andare', 'in', 'barca']","['questo', 'estate', 'volere', 'andare', 'in', 'barca']","['Quest’', 'estate', 'vorrei', 'andare', 'in', 'barca']"
Andare in barca,Se dovessi andare in barca durante la presentazione sarebbe un guaio,idiom,1.0,2,0,0,"[2, 3, 4]","['andare', 'in', 'barca']","['se', 'dovere', 'andare', 'in', 'barca', 'durante', 'la', 'presentazione', 'essere', 'un', 'guaio']","['Se', 'dovessi', 'andare', 'in', 'barca', 'durante', 'la', 'presentazione', 'sarebbe', 'un', 'guaio']"
Andare in barca,bisogna andare necessariamente  in barca per raggiungere la riva opposta del fiume,nonidiom,1.0,1,0,0,"[1, 3, 4]","['andare', 'in', 'barca']","['bisognare', 'andare', 'necessariamente', 'in', 'barca', 'per', 'raggiungere', 'la', 'riva', 'opposto', 'del', 'fiume']","['bisogna', 'andare', 'necessariamente', 'in', 'barca', 'per', 'raggiungere', 'la', 'riva', 'opposta', 'del', 'fiume']"
Andare in barca,il modo di dire andare in barca non è molto usato,idiom,1.0,1,0,0,"[4, 5, 6]","['andare', 'in', 'barca']","['il', 'modo', 'di', 'dire', 'andare', 'in', 'barca', 'non', 'essere', 'molto', 'usare']","['il', 'modo', 'di', 'dire', 'andare', 'in', 'barca', 'non', 'è', 'molto', 'usato']"
Andare in barca,"non andare in barca, ti daremo una mano noi",idiom,1.0,2,0,0,"[1, 2, 3]","['andare', 'in', 'barca']","['non', 'andare', 'in', 'barca', ',', 'ti', 'dare', 'una', 'mano', 'noi']","['non', 'andare', 'in', 'barca', ',', 'ti', 'daremo', 'una', 'mano', 'noi']"
Andare in barca,per raggiungere l’isola bisogna andare in barca,nonidiom,1.0,2,0,0,"[5, 6, 7]","['andare', 'in', 'barca']","['per', 'raggiungere', ""l'"", 'isola', 'bisognare', 'andare', 'in', 'barca']","['per', 'raggiungere', 'l’', 'isola', 'bisogna', 'andare', 'in', 'barca']"
Andare in barca,È bastata una piccola crisi e sono andata in barca,idiom,1.0,2,0,0,"[7, 8, 9]","['andata', 'in', 'barca']","['essere', 'bastare', 'una', 'piccolo', 'crisi', 'e', 'essere', 'andare', 'in', 'barca']","['È', 'bastata', 'una', 'piccola', 'crisi', 'e', 'sono', 'andata', 'in', 'barca']"
Andare in barca,È da quando era piccolo che gli hanno insegnato ad andare in barca,nonidiom,1.0,3,0,0,"[10, 11, 12]","['andare', 'in', 'barca']","['essere', 'da', 'quando', 'essere', 'piccolo', 'che', 'gli', 'avere', 'insegnare', 'ad', 'andare', 'in', 'barca']","['È', 'da', 'quando', 'era', 'piccolo', 'che', 'gli', 'hanno', 'insegnato', 'ad', 'andare', 'in', 'barca']"
Aprire gli occhi,Di solito la mia sveglia suona quando ho appena aperto gli occhi,nonidiom,0.0,0,0,0,"[9, 10, 11]","['aperto', 'gli', 'occhi']","['di', 'solito', 'la', 'mio', 'sveglia', 'suonare', 'quando', 'avere', 'appena', 'aprire', 'il', 'occhio']","['Di', 'solito', 'la', 'mia', 'sveglia', 'suona', 'quando', 'ho', 'appena', 'aperto', 'gli', 'occhi']"
Aprire gli occhi,Qualcuno deve farti aprire necessariamente gli occhi,idiom,0.0,0,0,0,"[3, 5, 6]","['aprire', 'gli', 'occhi']","['qualcuno', 'dovere', 'fare', 'aprire', 'necessariamente', 'il', 'occhio']","['Qualcuno', 'deve', 'farti', 'aprire', 'necessariamente', 'gli', 'occhi']"
Aprire gli occhi,"Sei talmente preso da questa storia che non riesci a renderti conto di quello che ti sta succedendo, apri gli occhi!",idiom,0.0,0,0,0,"[19, 20, 21]","['apri', 'gli', 'occhi']","['sei', 'talmente', 'prendere', 'da', 'questo', 'storia', 'che', 'non', 'riuscire', 'a', 'rendere', 'conto', 'di', 'quello', 'che', 'ti', 'stare', 'succedere', ',', 'aprire', 'il', 'occhio', '!']","['Sei', 'talmente', 'preso', 'da', 'questa', 'storia', 'che', 'non', 'riesci', 'a', 'renderti', 'conto', 'di', 'quello', 'che', 'ti', 'sta', 'succedendo', ',', 'apri', 'gli', 'occhi', '!']"
Attaccare bottone,A mia mamma piace attaccare bottone con le vicine di casa quando le incontra,idiom,1.0,4,0,0,"[4, 5]","['attaccare', 'bottone']","['a', 'mio', 'mamma', 'piacere', 'attaccare', 'bottone', 'con', 'la', 'vicino', 'di', 'casa', 'quando', 'le', 'incontrare']","['A', 'mia', 'mamma', 'piace', 'attaccare', 'bottone', 'con', 'le', 'vicine', 'di', 'casa', 'quando', 'le', 'incontra']"
Attaccare bottone,A scuola quest'anno mia figlia ha fatto delle composizioni attaccando i bottoni in un foglio bianco.,nonidiom,0.6666666666666666,2,1,0,"[10, 12]","['attaccando', 'bottoni']","['a', 'scuola', 'questo', 'anno', 'mio', 'figlia', 'avere', 'fare', 'della', 'composizione', 'attaccare', 'il', 'bottone', 'in', 'un', 'foglio', 'bianco', '.']","['A', 'scuola', ""quest'"", 'anno', 'mia', 'figlia', 'ha', 'fatto', 'delle', 'composizioni', 'attaccando', 'i', 'bottoni', 'in', 'un', 'foglio', 'bianco', '.']"
Attaccare bottone,A volte si attaccano dei bottoni ai tessuti come ornamenti,nonidiom,1.0,3,0,0,"[3, 5]","['attaccano', 'bottoni']","['a', 'volta', 'si', 'attaccare', 'del', 'bottone', 'al', 'tessuto', 'come', 'ornamento']","['A', 'volte', 'si', 'attaccano', 'dei', 'bottoni', 'ai', 'tessuti', 'come', 'ornamenti']"
Attaccare bottone,A volte è difficile attaccare dei bottoni piccoli alle camicie,nonidiom,1.0,3,0,0,"[4, 6]","['attaccare', 'bottoni']","['a', 'volta', 'essere', 'difficile', 'attaccare', 'del', 'bottone', 'piccolo', 'alla', 'camicia']","['A', 'volte', 'è', 'difficile', 'attaccare', 'dei', 'bottoni', 'piccoli', 'alle', 'camicie']"
Attaccare bottone,"A volte, per attaccare bottone basta solo un sorriso",idiom,0.0,0,0,0,"[4, 5]","['attaccare', 'bottone']","['a', 'volta', ',', 'per', 'attaccare', 'bottone', 'bastare', 'solo', 'un', 'sorriso']","['A', 'volte', ',', 'per', 'attaccare', 'bottone', 'basta', 'solo', 'un', 'sorriso']"
Attaccare bottone,Al bar attacca sempre bottone con la barista.,idiom,1.0,3,0,0,"[2, 4]","['attacca', 'bottone']","['al', 'bar', 'attaccare', 'sempre', 'bottone', 'con', 'la', 'barista', '.']","['Al', 'bar', 'attacca', 'sempre', 'bottone', 'con', 'la', 'barista', '.']"
Attaccare bottone,Alcuni ragazzi non hanno proprio idea di come attaccare bottone!,idiom,1.0,3,0,0,"[8, 9]","['attaccare', 'bottone']","['alcun', 'ragazzo', 'non', 'avere', 'proprio', 'idea', 'di', 'come', 'attaccare', 'bottone', '!']","['Alcuni', 'ragazzi', 'non', 'hanno', 'proprio', 'idea', 'di', 'come', 'attaccare', 'bottone', '!']"
Attaccare bottone,"Ama parlare, attacca sempre bottone con chiunque",idiom,1.0,2,0,0,"[3, 5]","['attacca', 'bottone']","['amare', 'parlare', ',', 'attaccare', 'sempre', 'bottone', 'con', 'chiunque']","['Ama', 'parlare', ',', 'attacca', 'sempre', 'bottone', 'con', 'chiunque']"
Attaccare bottone,"Appena mi ha vista, ha subito attaccato bottone.",idiom,1.0,3,0,0,"[7, 8]","['attaccato', 'bottone']","['appena', 'mi', 'avere', 'vistare', ',', 'avere', 'subito', 'attaccare', 'bottone', '.']","['Appena', 'mi', 'ha', 'vista', ',', 'ha', 'subito', 'attaccato', 'bottone', '.']"
Attaccare bottone,"Appena siamo arrivate al bar, la mia amica ha attaccato bottone con un ragazzo ed è sparita.",idiom,1.0,3,0,0,"[10, 11]","['attaccato', 'bottone']","['appena', 'essere', 'arrivare', 'al', 'bar', ',', 'la', 'mio', 'amica', 'avere', 'attaccare', 'bottone', 'con', 'un', 'ragazzo', 'ed', 'essere', 'sparire', '.']","['Appena', 'siamo', 'arrivate', 'al', 'bar', ',', 'la', 'mia', 'amica', 'ha', 'attaccato', 'bottone', 'con', 'un', 'ragazzo', 'ed', 'è', 'sparita', '.']"
Attaccare bottone,Attaccare bottoni è la mia specialità,nonidiom,0.0,0,0,0,"[0, 1]","['Attaccare', 'bottoni']","['attaccare', 'bottone', 'essere', 'la', 'mio', 'specialità']","['Attaccare', 'bottoni', 'è', 'la', 'mia', 'specialità']"
Attaccare bottone,Attaccare i bottoni con la colla non è una buona soluzione,nonidiom,1.0,3,0,0,"[0, 2]","['Attaccare', 'bottoni']","['attaccare', 'il', 'bottone', 'con', 'la', 'colla', 'non', 'essere', 'una', 'buono', 'soluzione']","['Attaccare', 'i', 'bottoni', 'con', 'la', 'colla', 'non', 'è', 'una', 'buona', 'soluzione']"
Attaccare bottone,Avete finito di attaccare bottone e spilla?,nonidiom,0.0,0,0,0,"[3, 4]","['attaccare', 'bottone']","['avere', 'finire', 'di', 'attaccare', 'bottone', 'e', 'spilla', '?']","['Avete', 'finito', 'di', 'attaccare', 'bottone', 'e', 'spilla', '?']"
Attaccare bottone,"Cercava in tutti i modi di attaccare bottone, ma io non ero proprio in vena di fare amicizie",idiom,1.0,3,0,0,"[6, 7]","['attaccare', 'bottone']","['cercare', 'in', 'tutto', 'il', 'modo', 'di', 'attaccare', 'bottone', ',', 'ma', 'io', 'non', 'essere', 'proprio', 'in', 'vena', 'di', 'fare', 'amicizia']","['Cercava', 'in', 'tutti', 'i', 'modi', 'di', 'attaccare', 'bottone', ',', 'ma', 'io', 'non', 'ero', 'proprio', 'in', 'vena', 'di', 'fare', 'amicizie']"
Attaccare bottone,Cerco che certa gente riesce ad attaccare subito bottone,idiom,0.25,1,3,0,"[6, 8]","['attaccare', 'bottone']","['cercare', 'che', 'certo', 'gente', 'riuscire', 'ad', 'attaccare', 'subito', 'bottone']","['Cerco', 'che', 'certa', 'gente', 'riesce', 'ad', 'attaccare', 'subito', 'bottone']"
Attaccare bottone,"Cerco di attaccare costantemente bottone con Luisa, ma lei mi ignora",idiom,0.6666666666666666,2,1,0,"[2, 4]","['attaccare', 'bottone']","['cercare', 'di', 'attaccare', 'costantemente', 'bottone', 'con', 'Luisa', ',', 'ma', 'lei', 'mi', 'ignorare']","['Cerco', 'di', 'attaccare', 'costantemente', 'bottone', 'con', 'Luisa', ',', 'ma', 'lei', 'mi', 'ignora']"
Attaccare bottone,"Che tipo quello, attacca bottone con chiunque!",idiom,0.6666666666666666,2,1,0,"[4, 5]","['attacca', 'bottone']","['che', 'tipo', 'quello', ',', 'attaccare', 'bottone', 'con', 'chiunque', '!']","['Che', 'tipo', 'quello', ',', 'attacca', 'bottone', 'con', 'chiunque', '!']"
Attaccare bottone,Chi ti ha attaccato questo bottone?,nonidiom,1.0,3,0,0,"[3, 5]","['attaccato', 'bottone']","['chi', 'ti', 'avere', 'attaccare', 'questo', 'bottone', '?']","['Chi', 'ti', 'ha', 'attaccato', 'questo', 'bottone', '?']"
Attaccare bottone,Come una telefonata alla vecchia zia che ti attacca sempre un bottone.,idiom,0.0,0,0,0,"[8, 11]","['attacca', 'bottone']","['come', 'una', 'telefonata', 'alla', 'vecchio', 'zia', 'che', 'ti', 'attaccare', 'sempre', 'un', 'bottone', '.']","['Come', 'una', 'telefonata', 'alla', 'vecchia', 'zia', 'che', 'ti', 'attacca', 'sempre', 'un', 'bottone', '.']"
Attaccare bottone,"Da quando era piccola attaccava sempre i bottoni alla stoffa, ora è una sarta.",nonidiom,1.0,3,0,0,"[4, 7]","['attaccava', 'bottoni']","['da', 'quando', 'essere', 'piccolo', 'attaccare', 'sempre', 'il', 'bottone', 'alla', 'stoffa', ',', 'ora', 'essere', 'una', 'sarta', '.']","['Da', 'quando', 'era', 'piccola', 'attaccava', 'sempre', 'i', 'bottoni', 'alla', 'stoffa', ',', 'ora', 'è', 'una', 'sarta', '.']"
Attaccare bottone,"Devo attaccare un bottone della camicia, ma non so farlo.",nonidiom,1.0,3,0,0,"[1, 3]","['attaccare', 'bottone']","['dovere', 'attaccare', 'un', 'bottone', 'della', 'camicia', ',', 'ma', 'non', 'sapere', 'fare', '.']","['Devo', 'attaccare', 'un', 'bottone', 'della', 'camicia', ',', 'ma', 'non', 'so', 'farlo', '.']"
Attaccare bottone,Dopo aver attaccato un bottone alla camicia il giorno dopo se ne stacca un altro,nonidiom,1.0,3,0,0,"[2, 4]","['attaccato', 'bottone']","['dopo', 'avere', 'attaccare', 'un', 'bottone', 'alla', 'camicia', 'il', 'giorno', 'dopo', 'se', 'ne', 'staccare', 'un', 'altro']","['Dopo', 'aver', 'attaccato', 'un', 'bottone', 'alla', 'camicia', 'il', 'giorno', 'dopo', 'se', 'ne', 'stacca', 'un', 'altro']"
Attaccare bottone,"Dovevo andare via, ma lui continuava ad attaccare bottone.",idiom,0.6666666666666666,2,1,0,"[8, 9]","['attaccare', 'bottone']","['dovere', 'andare', 'via', ',', 'ma', 'lui', 'continuare', 'ad', 'attaccare', 'bottone', '.']","['Dovevo', 'andare', 'via', ',', 'ma', 'lui', 'continuava', 'ad', 'attaccare', 'bottone', '.']"
Attaccare bottone,"Dovevo fargli una domanda veloce, ma lui ha attaccato bottone e mi ha tenuto lì per più di un'ora.",idiom,1.0,3,0,0,"[9, 10]","['attaccato', 'bottone']","['dovere', 'fare', 'una', 'domanda', 'veloce', ',', 'ma', 'lui', 'avere', 'attaccare', 'bottone', 'e', 'mi', 'avere', 'tenere', 'lì', 'per', 'più', 'di', ""un'"", 'ora', '.']","['Dovevo', 'fargli', 'una', 'domanda', 'veloce', ',', 'ma', 'lui', 'ha', 'attaccato', 'bottone', 'e', 'mi', 'ha', 'tenuto', 'lì', 'per', 'più', 'di', ""un'"", 'ora', '.']"
Attaccare bottone,Durante il corso di cucito che ho fatto l’anno scorso ho imparato ad attaccare i bottoni,nonidiom,1.0,3,0,0,"[14, 16]","['attaccare', 'bottoni']","['durante', 'il', 'corso', 'di', 'cucito', 'che', 'avere', 'fare', ""l'"", 'anno', 'scorso', 'avere', 'imparare', 'ad', 'attaccare', 'il', 'bottone']","['Durante', 'il', 'corso', 'di', 'cucito', 'che', 'ho', 'fatto', 'l’', 'anno', 'scorso', 'ho', 'imparato', 'ad', 'attaccare', 'i', 'bottoni']"
Attaccare bottone,Ero al bar e lui ha iniziato ad attaccare bottone con me in modo molto fastidioso.,idiom,1.0,3,0,0,"[8, 9]","['attaccare', 'bottone']","['essere', 'al', 'bar', 'e', 'lui', 'avere', 'iniziare', 'ad', 'attaccare', 'bottone', 'con', 'me', 'in', 'modo', 'molto', 'fastidioso', '.']","['Ero', 'al', 'bar', 'e', 'lui', 'ha', 'iniziato', 'ad', 'attaccare', 'bottone', 'con', 'me', 'in', 'modo', 'molto', 'fastidioso', '.']"
Attaccare bottone,Finalmente sono riuscita ad attaccare un bottone a una camicia.,nonidiom,0.3333333333333333,1,2,0,"[4, 6]","['attaccare', 'bottone']","['finalmente', 'essere', 'riuscire', 'ad', 'attaccare', 'un', 'bottone', 'a', 'una', 'camicia', '.']","['Finalmente', 'sono', 'riuscita', 'ad', 'attaccare', 'un', 'bottone', 'a', 'una', 'camicia', '.']"
Attaccare bottone,Guarda che non è poi così difficile attaccare i bottoni alle camicie,nonidiom,1.0,3,0,0,"[7, 9]","['attaccare', 'bottoni']","['guardare', 'che', 'non', 'essere', 'poi', 'così', 'difficile', 'attaccare', 'il', 'bottone', 'alla', 'camicia']","['Guarda', 'che', 'non', 'è', 'poi', 'così', 'difficile', 'attaccare', 'i', 'bottoni', 'alle', 'camicie']"
Attaccare bottone,Guarda come si attacca un bottone.,idiom,0.0,0,0,0,"[3, 5]","['attacca', 'bottone']","['guardare', 'come', 'si', 'attaccare', 'un', 'bottone', '.']","['Guarda', 'come', 'si', 'attacca', 'un', 'bottone', '.']"
Attaccare bottone,Ha attaccato bottone con me mentre stavo per andare via.,idiom,0.0,0,0,0,"[1, 2]","['attaccato', 'bottone']","['avere', 'attaccare', 'bottone', 'con', 'me', 'mentre', 'stare', 'per', 'andare', 'via', '.']","['Ha', 'attaccato', 'bottone', 'con', 'me', 'mentre', 'stavo', 'per', 'andare', 'via', '.']"
Attaccare bottone,Ha attaccato bottone proprio con la persona sbagliata.,idiom,1.0,3,0,0,"[1, 2]","['attaccato', 'bottone']","['avere', 'attaccare', 'bottone', 'proprio', 'con', 'la', 'persona', 'sbagliato', '.']","['Ha', 'attaccato', 'bottone', 'proprio', 'con', 'la', 'persona', 'sbagliata', '.']"
